Customer_ID,Reseller,Test_set_id
0xC34C53702C13885885813B0DC5BFEF4A589446A7F25D9A8424BA2D7D1D665E0E,0,NA
0x89F438C39C0227B7C3C4FC4A2475A6F1F7CA2CD6999966FAB0742CE60C914F98,0,NA
0x76CD025BACB0AF9867207D839A468BF54C8A0C8FA12EB563CBBF31554C9CB931,0,NA
0x5BF5733DBE6C90E285AE10B4A6E47F0B8F2A7537F02B557A8D0EE67FF1330186,NA,30
0x0F4289A51021AC959BD04D3C4F5ABFD09941869F73526C59F3E070ACB6172A66,0,NA
0xA061D5489D8E2A2AD1E294D926BD416D98D0AEEFCB197FCF6D32F22B439E152B,0,NA
0xC8EBE08672E8602EBDD3159213B2644C88C5645F20FE8398FAFAE571FABD0610,NA,33
0xFD6E65DA7FC249E87D78F111192BF8BBB622CA3559CF25322D44259590CD5B09,0,NA
0x3DF7719B6942176924EF14ABBB4ECA66BFC4B18758A3B6E67C9A050A255261F0,0,NA
0xCD48063418242E131E1E80B803630ADDE63CBAEE28C24F57FA108E0DA7697291,0,NA
0x6E35B32A445B275235121AD51A25C9D97714F5133C6ABD66663BFC54A6E0F37D,0,NA
0x404322A6435ABE7FCF9735FE49430323C02C08C784E9276B391986A84BFC3E23,0,NA
0x5EBEB4C4EA4216844E23D0D189379D088D7EC85C7F3BC21DF425B74DBBA4071D,0,NA
0xE75AB5FFC9E099A49E65CAC683754676B4DA4AE142D22C03D429239F71A0498E,0,NA
0x302BEB84AD0530D890B7A898DC6E25C5C1AF46975A5199407B9A924DB5B279A2,0,NA
0x9806F0D800F3CFCB846EDD003AAF20752F218A8C83F1AB30D72033BDF82EA1F3,0,NA
0x0CFA6F5218AA2C9C91A345B9A106D765CAC30FD771E8690E360F16BBB2595F25,0,NA
0x114EDE39435901727D7A1CAFFB59B3B8EB45EAA884E35616DACE8355D31921D3,0,NA
0xD671260B0994ADEF7DACE8D17B51217075E283B07C8B2A7D0B64107146127BCF,0,NA
0x27955535714C1663C398F965785BE7D0384A97E92C0FB219C0466060D3F51411,0,NA
0x54D39F81BDA3BC966EBA8733B51168D1281218AB485D7751C0BCCB2B27248690,0,NA
0x3913A3C104A32F3D6613B40F2905B709CF2B25AF593D5D64E8F812EF16FF0AE6,NA,48
0xE262AAE90C3A854E7ECD9A8577002B13D418CFF958581D9F2DBEB17E94BE6BBD,0,NA
0x6E16BBFAFC2A663E9BFFD640CC772583AFBC75072E3375C4A04F7B74BFEF44C4,0,NA
0xA2757B5C8268B6CA35DFCE5E2FDE05638FD96A40307143B3F412F9A88758A1F2,NA,51
0x98EC824A3328C650014F3D877DBD0D5B492E342422CB8F98AD774C247907D912,0,NA
0xEF46E9CD4C1D843B77121E02FA51E54223FCF9AC6F7C1AC156D67AC6D85318D8,0,NA
0x46EE32346EFB4D783A274877731E3A05BA36DB069015E0381B6CF686A803EB70,0,NA
0x7137037028661EBE216E747DD116B017F33BC32225CF15DBD6591811A1FAA45A,0,NA
0x491607CE9EE8D654585160CF4B20186F0CE4B192866CD07FD87C06F1266CBF1F,0,NA
0xB6E6D6B49F532A5963CC8AA18ED4C2ED36708E747FEE4C339C2294720160FA27,NA,57
0xABF2CC426B1A345E66B38DCE0DD017047C9156756F9C66C06CFFC59D5833AE2B,0,NA
0x12A955AFFFC42E49A10ADD1D32D7C9D59FDD3488CC83DE638FC5D323211FF9BB,0,NA
0xEA14245CCB2306AB225F030CDC2391B194B0142A61C3FD0B5EA0FBC153428F04,0,NA
0x6F735253AF5CF1B4E3E07C8C5D336E9BFCB4A3A3563B9DB50451155313ABA22C,0,NA
0x14CD3D93507059CBB0F9CC54CC20EA5A38C3BFBEFC216FF8EF624EF203BE2F93,0,NA
0x99FA312C6F694E43426562A979255E3D3E39B011C2B84C3B8665D53FD5E379D8,NA,63
0x852F095646EA524FCE74926A8DA081070D2C902974F948CC8E20C7C967A9DA44,NA,64
0x7A7F8BAD6FD4D2B18051CB1EB8B1F30DDF643460D89469B7EEFF8A83A4EB6DB5,NA,65
0x2DBEE0D82279EA6263257F4916E06E7881B18A534719A2CF335F977899B02AC9,0,NA
0x3D46297646DD7A9AFB5344AEBDF83FFAB2F44A6083A5CB31326284556D958CF9,0,NA
0x9B2F8DFB324A3EC9AC27C15CAF83719F7A41A34A2E4BDD12ACD65A54BAEDAA3D,0,NA
0xBDB6BBF96D5DAE4A9C9837C516E4AF080E6BD751C8B5BDB4F35E8C3F5F9FEE11,0,NA
0xA211C22E3FBED0029B2634CDFC6AAE790BD34630E8434F1C90D7E8E110111D1D,0,NA
0x9D21E4765D09264A854015A3CE5B155517D12694C11E3919A7D82FAD2A0807B2,0,NA
0x8A8F3283F302F67E89AA8750A4E96A61EBC970FE1F1122693A21E31C9B05789D,0,NA
0x629479493439F2DC9AE42459BD8E4DA2B584CE6BD1C5E56D896B74B7877ED9A6,NA,73
0x9E9F509B992C85F28A58A155E07E74DC6C1C616E5C2B186A9D37AE9D25A55140,0,NA
0x4AB557E266DD20ADE7F1D8B653447B91C0F1C119A21036130271101C87691EC2,0,NA
0x6AE948C42B676A01F9F7BC13DBA6EA1219447E666F88F8CF30342885D3A70800,0,NA
0xE2A0417C0DB55E9498E6701A372856A73C69341BC13C1993ABB308DF7CB0D85E,0,NA
0xE579E076F6E1EA7B57BE98C451BBA44EB75ACC858D803355E8A6137656316A64,0,NA
0x7FC7EEE29F869C7D0D80EC497040904BF49DA25E8F3C5ED4C3D2B8245E9D941E,0,NA
0x25C1422DB1EDCA86F7CFB5BA1161059ACE4763B5C6625F01E55B9CA10E77C7F2,0,NA
0x1FD19168A52EB2BE006E3F2C0FABA8BAE5FA61C2CE59E78D12FC90A8C3ED8357,0,NA
0x1F081DEAA38AFFBD86BB8C1B10361B37620618A41B5A026290DEEC5FC65A34D6,0,NA
0x55E42F5EA3E6DF67D9564645D36FF98F17D47BC190668FE704BF37BCBC30B2D8,0,NA
0x7264DC1706021BB1C22D3688068C32C94F5B36F7E33C1F943A0EB6773F65F81A,NA,84
0x5481A8536093DAA83E4949BFDC8C0593694B12AA3209A45359A23924E9528AAB,0,NA
0x80760861D039C1402B261A50B593E3B948C2EFECC67012B341AE0BE19E917545,NA,86
0x69CF54057FB020F144CC6E746D7BAE0B78143AAAE6B40238E2BB6FE3C54DB354,NA,87
0x04DEC2CA68BE7B0CDA7645B842A00304D27AAAA7114CD5C3DCC2D3D3A8538716,0,NA
0xAD0BF690F56F53954813A968EEA8A38F23A3F7A3095369A21F627F3AA7AEEF72,0,NA
0x020F92CF9C2A40A0330D2D01493046A8B3F16AA4D9FA23B634161D9F3B2D27E3,0,NA
0x6400BFE0B1FB17AC2E3D5870EA99602B74F60776E32867858A3C5ACED3E1C0E6,0,NA
0x062A1E0A5692D4506C9A1F2D11AC279EDF54F80B326277736DBCADEBE8436B4D,0,NA
0x14AD27F981FD95D03E8A153B607B50C3C047F90780B741AC5458DAC5B9260E6E,0,NA
0x5607AB913F097E51E7A5C1BF11FCCE8F49668997266924A81375589CD0A86512,NA,94
0xE7ACFAB96453741BFCCA71ADC3C585FC8514B4BBD81E11A83AD68040186DC83F,0,NA
0x7636B95016450E5ED738081B9B11C80C2619C38CD0A934F902273D375AB49154,0,NA
0xB9E2413C7F45936774FE119567F1110E95DB6544E210185E4FCBC249B92D02B2,NA,97
0x8DD41D6BCD8F026BC8CB10CF52206AC27D3F698208F16F50B0A964C17B3562F1,0,NA
0x6719AD3C3275AD3D873718F3D61E6926C39963F3A92C04943CDAEBF930FB6C66,0,NA
0x15987483083858BEDBFD932C2DF7C9CDA7F3075B19DE797E5CEABA2474C9C560,0,NA
0x63077ECE8A2EAAF5D4179E29B561C7CFF321B777E001468EDA47E581F705B8B6,NA,101
0x2FEB2E864E008ED4889D1E6AA96FB8EA4A358C5DD96E53B7CC65FDC6FBC9E90B,0,NA
0x03EC5452A5BA80646F4D42043F01BB469C81C23B36E940B8CDDE8869CB453023,0,NA
0x0F9E29D56B39AD9CB22CFA2B60820DBE3F997925F2087BEA5BCF5574DF88E8A5,0,NA
0xCC811F22633F0EB35F945B2BF57B1AB63BE6D9DDDFD92705C72C2405701A1612,0,NA
0x6B1721DFD0286B9BF7E5F4C6185B0B77FC7EAAFB17DE2AEE4AB5CC90B5E90202,0,NA
0xFCFF4CECD0E695908EA0A0829E5FFE4AF1CDBB2DB445E953D49546357DCC8417,NA,107
0x546AEC2E54B7E5C0F5C9E60153F7CCC0DB9B2E3E957E4CFC06C8886A4DC043D4,0,NA
0xDB3C0824C4E8797A5A6DA10596818FCDF851038FB15AAFED1443041D6CC140AE,0,NA
0x695296733F9AF228CD5B6FE5FFFCC23C288148A775C987C6E53350431BC3C940,0,NA
0x3DA488B19659080DD690E2A92C47E4065BC6FDF40A8D286BD3A2313F3D70E70C,0,NA
0xDDA724109F88CD3FD06AF5F4AE60A7F9BDDC4355F740656E800D73BD57C39A94,0,NA
0x394676D26529148C092132EEB2F38B514D421810DA9C347FE773B3EF883CED55,0,NA
0xAD85B4677A074AA641370CA6B1BD5CDF00C483654E0289EAA57EF34710F71E8D,0,NA
0x8E556BAC01CFACE11E556B0A0D20A51A972E59F92BD0616F7F0D66410DABBE3E,0,NA
0x5E483FF22CB06AA9295B8F8C1F602E3B1EB62ED3EC6046C0AB5819E7C38B2E3A,0,NA
0x28B01802677A0CB3ABFCC11F39970EE09E409F336CD001F93E2811FB40334D3E,0,NA
0x1CCAB47DEA3956DC562F10BD54DD589E0BFF12464407687F53384FF0B3D784C2,0,NA
0x89B259E6FC3E41A29F1C156117B1BED01389191199E6740E5BE1576013799E1F,0,NA
0xE4618181BEF23DF2AA2CF83F817EC199A02D2E4F41037A113C176323D7FCB86B,NA,120
0x72312B387DFA6A14D76821A87EF7C6227A4DFCED122D9D6878564E496142C588,NA,121
0xBDDB6126B1F18B652A32CA3604AD05311A6E28EC42A4F99A0C61D246BA997DD5,0,NA
0x832A4CA04BED480339DD4EB825750C2B60BD71256F7015D2291FDDD9A9987D30,NA,123
0x7E2CD7151D157B3ABC47FB77CAE4953CFD6AFA90832754329580CD371D748025,0,NA
0x617D5A19196BDC95D00287A5D78F80A3060A4E26974AF4E4FFB387AD7D216E84,0,NA
0xE3FD2BB483758CFB6F5A7D1AB7CD1303AA62DB4D978E0D53013776D3A9C8B054,0,NA
0x8BDF4A20B0B33593B05D4519FF749B063B154A9C02776C22301A55F31634BB87,NA,127
0x33D5A3755B8DA4306FC5DB09F7B45921DAB393F16B72D90512F8BE603D82F62D,0,NA
0x782677F34EA9A276185073E94F31CDC94363BDF74BF0C89BEC8DA17C76015DF4,0,NA
0x30917BA396612CDA0BB3A285AF8CEA21666A58181BA34454E5F120D92610C6DD,0,NA
0x4E57D0FEF8F00BBA911B423D320B8FB91AAF8F371DF8E44E9F275BAAC42D2754,0,NA
0x6A14A743E5B882E4E17933E248D99E1192A41BEDD48C0572D243069251EF211E,0,NA
0xD9205ED1E5EEA960FFC58094504E6B41F3B39778EDCDD618E4CD5E191F6931BA,0,NA
0xD8BA3096ECA8D74775A2588A31B1A6952A7FBA6139F89B2E508CD3B9763A2BAF,0,NA
0x65E7CBE6FADD82A3011974AB6D2A97E47DD0FC0D2B4E104405B8BBE30FA14421,0,NA
0x226532F27AF7FA0908CE0FBAB1608CCA35DE7482D44F0CB0183F4BEF680BF663,0,NA
0x2D063C3AC8F56DD0D042D53F4A54E335A8087DB36744F5E8805A68757235659C,NA,137
0x934EC23DB359683BF7D93A765FB85E51604A6B6FACB22A41239BE31E24D4E347,0,NA
0xD76FA218B23D2C5E29CFCD8376914FD07478A397D6BEFCA1C4D7CD1CC4250EA3,0,NA
0x3D506DFDD65155DA1447EB025623EDE04795FDC01C95E97FBCD825950E4801EC,NA,140
0x4E0FC8038B0570ABB8A16843786714D050CD46DE93E2BFA7A582653F99CE5419,0,NA
0x1C182136CB6E67EBFF171A2473A6A1F1578879DD17C7632EC8997679BB3D8D20,0,NA
0xC977AF2278B74692FDA0EFA28427B6B63DD16BF41F910159C6532E24E19F8963,NA,143
0xB355F715FD20C4B145B39E1B4E7EB2D5CD58FFD5512108CDEFCCCDD0AADD573B,0,NA
0x35110C8D62849D758922383BE63B7BA678C6E67F801A1A0E31350DA04F5E0852,0,NA
0x42A8F586993DCC8ACCBD6AF5D3FACEFCE29116115316538917D9DE579EF1FD56,NA,146
0x93C71D81009ED7ADD1553832BF9C8B0BCF9D48400DAA9E86728CB59EB25510F8,0,NA
0x357E794B82855E87C40EAFFD4AAE92F4AAA2AF28F0EF7DC56F0920FAD7856FDB,0,NA
0x090602CEAD53482F26C2DED77BEAA1024AD9067181F239EED56948AE29EE0EE2,NA,149
0xC13B97C678DD45DB55F124F8877238AAC40DF08DF754D13309C236778270458F,0,NA
0x96F9E1B47734ED6D314BED9E41E0FABEB89BA821ADF05E7E04ED6F491A58398B,0,NA
0x06D410A376189F01A8ED6666D2A3C703FDD30098462D0DB35FB471A86289A6CA,0,NA
0x5FF9CBEA127721AA364001893BDAEAB0E8CCFFC14820EAADC52A696B8EE5788B,0,NA
0x51BED958AA2170E32494056FED6F35089B0D20C273AF55C52EDBACD8033E86D0,0,NA
0x248F5CF4DA2945BAFDB170BA8026661393CB694A07632BCC2ADB671016042B1C,NA,155
0xEC6FF82C9C1748DC316B4FD34E475705D4B0D879B0DA13D6BA7F012C8A5340A3,NA,156
0xF70C8F8D21F2EB3EF68AC55D7DA3903DA61AF24BE71CFEAF8EE9A3277656ED1C,0,NA
0x939FD771B2BE656BC77158389368D0B4449E1B3A95575DAD197DDDC0E92FE05D,0,NA
0xDAF01EB6DB89E15045D5E2AE11590B523228E6B33E3D12E3D7C38CD02D56FD2E,NA,159
0x85DC2EED8A5E2531EB776E7139801684CA15366D88605619ABA9453EDCBEF179,0,NA
0xDB1CF5295F8EB25BA5B2E208E0FB5E3FB8602678E49FC3D84546D0872557A91A,0,NA
0x24F63F4B0A02B9EAF21579593AE3A16C590838969728B42E1244A2DBA6E5A568,0,NA
0x52370C16C360F8AAC085924062FF16E6C0D483823EF795AB095D9739E071344A,0,NA
0x56B1F83D70AB561BE19BDBDADE4FA1195B403872467FE0577499F764DDDC555E,0,NA
0xF55E491F36AD623859E8B55BC9489829081878D9EC7AD56AC7692C3038077991,0,NA
0xBEE7879ED93B42A7502E39E5B46D023E2E51DA9E01C29660A97890201DAD0E06,0,NA
0x4C32AA19F7F2294CBDC4DAB9E97AB766556232D74D82A47C1C798E041E45C117,0,NA
0x0070A724615C0AF524125333A2B4FF943DF3633D6EF7AB180F14C7A0FA519853,NA,168
0xBB3FB9A937DCE80C1AB120FF7B97CDB5D7A66BF59B554D73C7C77E3D7E211FBB,0,NA
0xC84ABEA65E84C8F8F7BE9369E030539BEC42E03F7ABF576CF8C7290FC8BB98E7,0,NA
0x332221C6D5F21D36C97ED338B5472D58EE3C79784C2DCCAE0133FE090497AAB2,0,NA
0xDA8D9417FA4E32BB29878A8A999F200D5F656521BCB3E99F0FD6309C3CA1D6B7,NA,172
0x72FDEEC25A6C6DF78BB222035A747FD2FDA5F6B6E0DD6E8E6D6D6A31F1F615A2,0,NA
0x8380978A26F0D6C44F15AEEEEE2B0FFAA11412653A0B928CC8850B98FB826762,0,NA
0xBBD767AD49B6ECD5E1781E797ECBE01826E0C49D0CE3FE130BB4F783D49A7940,NA,175
0x5CC5E08EB8F89718FA731DCA39344B6A5CD6C55DE8B68DFB30A8383247876427,NA,176
0x93157F9DEF30CBD5180028B5F525BD4D09C75D32A8F4011BE374D072A49BE918,0,NA
0xDD59B6B060B8A256B780197B42860C729418DF64DDFAC5A2FC604D69316EBF38,0,NA
0xDF6BB4422DD3A94DC826E48E89F4BF7468FA3099F9ED40F452D9591711450E8D,0,NA
0x98BB75CACDB65856AAA27F964000D55DB03CFA677924C8F11902BB0AFD686595,0,NA
0x423946D2EDE8081B4CB177AEBE6AA1A6139C4932F9FB7D1387A8F53176F5B5D0,NA,181
0xF9CD05B3A5593001F530C129BC04E0B28DBCECFECA5EE5A7776F1018294EDA43,NA,182
0xA127F53393271BD6B2001DBF74C1644FEFC3DBA7408F34059847E8453CC4624B,0,NA
0x698CB10C11A3C580880B241192D80B9494B5E2E40AD37EDA29CD670FBEF02789,0,NA
0x0E601B8D1E6B034DBC41BDED963E3B3AFB017E31EDDFC3723BF9F0A63DE438E0,0,NA
0x5800EBF0B6AD915B492D43A081EDE3BA6E637268BE82F719204F488E8ADDC464,0,NA
0x1876E804FA0963FF2E170086DEC0A215F327B59EC5358B6039C4D1BFAA4A8A0B,0,NA
0xD29044E25B78811F87D86136686586FBE55FC7C1189E904C48566100498E5497,0,NA
0xA4938437D0B2ABCABA8A5E3F3031B259365A559E3BF72A8B7DA5882AEA01DA24,0,NA
0xE5EA10E81AE4531391750FCD08715F4989D3DFB59E12BC7672A7C74ADBBA341A,0,NA
0xC7C8040FBA68DD98F75F741E114EB3F7A0182E61529CAC5FD9162607BAEA867B,NA,191
0x6C269DF76789FE8F2A1A9E0B22E60B0A556A893665D78FC597590B03328BB09E,0,NA
0x3285C62CD16E00DC0E955E28C564C0461FB922B36487BC5FAA1E899415B1763F,0,NA
0xE08F9CFED466F44A37C51CA402DBB727F8D83D69E742323B86E30F7595843E1C,0,NA
0x2EA8126856E011AF5C69182A5660DD2D84E4508268343D724072A8099D159C37,0,NA
0x91291981280B3E89C998A17196D5891F31CE998C8DA1A6D0B30CD948F1B23DA7,0,NA
0x92A932BDF44BA5F1FD9E1075B341FB2B4E84A63476E8ED1E6A63BA6C68B2448F,0,NA
0xC02107641A60A74D09D1E2090CA9FBAF4D8033CB298DDDD759AA3335D449BD6F,0,NA
0x7BAB132EB1417ECEB4E88766B9AB1D2D5235463112A5631A9FF6C648D3EEF4F6,0,NA
0x21B3459FD8F53AAF500B747185AD8AC1B20159C71272D9A197BCBFCFA12C4695,NA,200
0xAB4B8CFDED595822D6DEC930CC754B6A2C8BC042B5469E03A45D72CE634EA36F,0,NA
0xAFAC2E1B1483B22B2D79EC73DF49B67D91E63A0E60848BA10814A3833E2EFE66,0,NA
0xCD4A5C782CA8DBF75EA8FD4861474ADB6C42B2ACF72D52C30F9EA77700F8710F,NA,203
0x10713A99D874E854E77D13025E20F341B8CAE31F0B1EF298B4551049E7353A60,0,NA
0xDFEB261F287E02383D15D8F49745F25BD85D3789C11747BB6355BA3DF253574D,0,NA
0xCC487575131815B77AB797B1ED3C45F58BD0D471B7E1AD79177834E6E2F35B83,0,NA
0xBC6E358E56F92DC347B55229CFB5F784C4381449E5FC801817513DD1BF36ABDC,0,NA
0x3F1793A78F2BE572D4F2F91426F88C1FDED1979E76D34F575757229D801D6D6B,0,NA
0xFA2604E9F08FAE08014391EE13559DB70B899616FA9F30D36A053C377396A65A,0,NA
0x02502E1A977E0A4A1B4B38B64BFD3799D952529E815E9282BB34BCD91391D674,NA,210
0x4AD6326DE1D5C9C4588C281A78579071DB524B380E95DCD8E98BFE9CB83FE93F,0,NA
0xB72C21DF7C0E316F756B570FDE4123E11D831CC211F0D937347FFA251F9A622B,0,NA
0xC226BAEFD22F251632B2C22F357CD3B98AF065334CFAD84D4DCAFD693C038732,0,NA
0x4B51AE45BEEB0A64E148BD90D19CB62DB591FBB76AE7B0834649D7B2D0D4B815,0,NA
0xDAAE778C0968199B328982F2F78B3A3DFA2D7C56859E8644A737A11380820AAB,0,NA
0xCCAC317FFD3604D66244B59F9157DECBD5DEAF4CDDDC904F4C8DD679DD244C5D,0,NA
0x6EB4E02F951932E496A9E363F6383B3310CF71752F498CE1F4E53359CA4FCD88,0,NA
0x45FFA381C8639692D9D3D0D02CD1990E75CFDD7B5C190954F57629B164FE3B17,0,NA
0xD4E55B41DCFAD1309D1F083F026B763A440C92623258B611F71DD90E48C882A9,NA,219
0x521F6B25847277D381701DE5F9F2FB845E3D085E20389E9BB8C2BFDE1D4110D4,NA,220
0xE6537B5BC68063B93999BFB6BC97003EF4DF572ED85EBCB8A0C7F083E34D878E,0,NA
0xAD2A1405CE024F0AED72D4EAC15C9B16276A99943716F2F5AE9034FFC0489CA8,0,NA
0x3C3FEF6171D438D240B6744F6F149AB5D85289178789753DFD7198E8687EA40C,0,NA
0xAEC0BCCFEF45D7DC0B0B1E650C8C445662E6F15D8342DFD2153D7F40E11CC63C,0,NA
0xEE7BBF274917DBF4E59BE920F8A8BB159641621B44D04EB1FA1A590D542CB4E5,NA,225
0x9C799C0DC1344D34BEB6EB320F8DFC422E8A2A3C5D54E6E75ABAAF343345828A,0,NA
0xD8C7160CF2AA947EBA065D5068568634120B86D0F8200ADE3E6E0433AE85C293,0,NA
0xD6B988BF1BD82ADE3C3D7CEEB1862EDD76C1C713186E3B3638DF24CDD04B33A9,0,NA
0x6E20D2FAD0FFE1036F29FD0014D12EDF002BAEF64D831AC12DA56C0264B36DCB,0,NA
0x431073425689013020C886FD99C5EACC4EAA06FB85900AFD0D611347E32276D8,0,NA
0x36872262A163875DE9D7B9143C51FD4B7A13893E4031BDF3239CDE8CD59900B7,0,NA
0xD96D13732F00A96D00E80772BE36F8829E934C3C0BDB692A06610B45A847636A,NA,232
0x5305DB8D4CBF078BA11EF7CBB435F1840A4ABB461B688729FC04F1B5880AB9BE,0,NA
0xFF0F9FABDDB2A36BA57F06B9C9005F9EB19C80110697D91D22429BCD5AEBA6DD,0,NA
0x04D19C8132251F553EF06F87E5AB2CCCD337E9F11A4EB75CFAB638C2E2B16B46,0,NA
0xD140803B22B5EA3D42730A61E0246CD1F006212ED94AFD40B6A18801A44118B3,NA,236
0xE4014632B09E03923C9B83AD2614AB3B32A5F507C7424FB4936DEA49B370EFDC,0,NA
0xF1D71417F044596C2714D090272D3464C54B483CD5E8C5EF7099F12ECE005FE8,0,NA
0x42089526AC02AC39FF33F584B45D9673C31771F7F2C9EB5B0A24387A8F46B1AD,0,NA
0x07ACDEAAFBFFB142C017800A862A6D4E1B3D95AE7D8C68567BED0274C49B11C8,NA,240
0x88C63DB84EEB2D400208CB4B17161F61E13FFCF551623A70E805DAABA6B9764D,NA,241
0x927A93CEE0341D0DDDF3F8DE253799B4A8755CE8BF6EBB582FED3A3D4EBD923E,0,NA
0x561B1DB6F8E0E5B818089A52E278F21D0A4D99DF949595072E4712D4C4E44770,0,NA
0x37ECAA064810864AE9384955CFCC7F120113D3AE6C45F1A3460DE7353A7C3060,0,NA
0x2BBB638F2350FEECD0D903450FAA3720FD1880CA0C371DBD972788F0C03C1328,0,NA
0x582B4652A467B3BB8594E5D3C890B609815522C715705BC080EE485BBD4782E3,NA,246
0xED080F18BE52C8C36C130B4313C233DBF6BDAF974A39A6E9E78522186FA153A6,0,NA
0x5E281CF964BF66D93B97BA99AE421D959C9DB3CF413808FEFED0C17D85D0A7FB,NA,248
0xEEE9AC94581F98B028975B9698B6AB94858FF6555AAA115FDD14C7D9E55E0600,0,NA
0x2CDE0D5543A1BFB10BD6118F7DE474AD530CED228FA17E3193F831624E5FEE82,0,NA
0x4413AE0F0C7E954F207CF97453099D89E46814B306CE8D4A62973D8536C1A594,0,NA
0x9D115E9EAE999C94878DA789BF749A4653C144880AA36A612DA604341645DAE7,0,NA
0xCC07B1F78BDA89DCDE3434070F2811753E65B66AF3F8C51AFF2494CF16C93264,0,NA
0x807BC3AC6D32CFDCF6A51D71A5F59A40E863B7938AF48BAF8E4B67C03D5C634F,0,NA
0x35C951989E667EE4B574AA402243741202D7105588F10EEE10CB49693CF97921,0,NA
0x7DD17996276D344E41395E0B434D7357EA6C08741466F5C1091DB0CA7E98F22C,0,NA
0x2D99D1B91CA80D3A407F66BACF4508E5D6187A96AE7547867DCB725C2B6B34D8,NA,257
0x90B8A349CB813204A4FEAC2BC5C2B6D2129C75AA30464C5A3EE5A060E0840E3A,0,NA
0x69BB1719D87CBB5A0EF81262A8D9F0D53A2DB6CE4666703D17907D95C342FC4D,0,NA
0x962DA092D87AFBEE4DCAAFED311BB543C6A8925B9D6A53959BBCAE148E43A884,0,NA
0xC8C0794726ABAD36553FD6F65F7089B188B4AE0D691FEBF050F45A4382C1AE24,NA,261
0x3BC772249E072E8684AE6A0EE11C069F71E3A3E3C032C8D426A19B9A6422FC3D,0,NA
0xFDD30CE69C32BDC8426E5996CB641FF208175E28DD5590CCDE60853099A642A8,0,NA
0x0777FC852BBCC2A3EF156CFD9E50C674B1B2F26079DFA89374CA56A1ED2C6EC0,NA,264
0x308052E5913F6C805ADCCFF5B27BF83DA730DF1D8148145BF5B0E3CC359D302B,0,NA
0xA098F3449A7A503A5971615A780EF6F9A16E778E582D4BD92531E9E9C102B78F,NA,266
0x7ACE6D63F11621BB3514663CD2F915C2B9048DA1A1CF1C055AE256FF06E779AD,0,NA
0x3331C740335BD021FD7E8A310896A91E98A2C8BA3C0B3DAA65593847ECC0DBE2,0,NA
0x43157F9C03F8D9EEDB33038B0B874FA9A054F5C9C7793403F5BB8F2E56B242BF,0,NA
0x4947159E49D7336E9DB05BF339090D4C5DD872CE01A366598ECB41B4C86C04B7,0,NA
